movie_title,language,genres,num_user_for_reviews,num_critic_for_reviews,cast_total_facebook_likes,color,country,facenumber_in_poster,content_rating,budget,title_year,duration,num_voted_users,imdb_score,aspect_ratio,actor_2_facebook_likes,movie_facebook_likes,actor_3_facebook_likes,director_facebook_likes,actor_1_facebook_likes
55 Days at Peking,English,Action|Adventure|Drama|History|War,51,15,3330,Color,USA,4,Unrated,9000000,1963,154,4813,6.8,2.2,795,457,539,123,1600
American Dreamz,English,Comedy|Music,219,153,21735,Color,USA,6,PG-13,17000000,2006,107,22997,5.5,1.85,2500,319,2400,81,3900
My Life in Ruins,English,Comedy|Romance,75,110,9022,Color,USA,1,PG-13,17000000,2009,98,15865,5.9,1.85,1300,1800,628,85,5600
How She Move,English,Drama,19,60,7163,Color,Canada,1,PG-13,,2007,94,4661,3.3,1.85,327,253,121,8,6400
Running Scared,English,Action|Crime|Drama|Thriller,420,156,35520,Color,Germany,2,R,17000000,2006,122,90385,7.4,2.35,4700,7000,1800,51,23000
Bobby Jones: Stroke of Genius,English,Biography|Drama|Romance|Sport,64,35,13110,Color,USA,3,PG,,2004,129,3332,6.7,2.35,3900,366,2100,9,5300
The Apparition,English,Horror|Thriller,107,143,13516,Color,USA,1,PG-13,17000000,2012,83,16896,4.1,2.35,3800,6700,3700,57,3900
Shanghai Surprise,English,Adventure|Crime|Drama|Romance,29,22,8876,Color,UK,0,PG-13,17000000,1986,97,4248,3,1.85,1900,171,1400,3,4700
The Illusionist,English,Drama|Mystery|Romance|Thriller,650,235,30448,Color,USA,3,PG-13,16000000,2006,110,310272,7.6,1.85,7300,16000,4300,168,8800
Veronica Guerin,English,Biography|Crime|Drama|Thriller,114,106,8118,Color,Ireland,1,R,17000000,2003,98,16761,6.9,2.35,1500,1100,219,558,6200
Genius.,English,Biography|Drama|History,37,2,4346,Color,USA,1,TV-14,,,43,3626,8.3,,574,3800,418,,2900
Roar,English,Action|Adventure|Fantasy,43,7,18801,Color,USA,1,,,,60,949,7.5,,4700,417,972,,13000
Southland Tales,English,Comedy|Mystery|Sci-Fi|Thriller,239,187,2415,Color,France,6,R,17000000,2006,145,33417,5.5,2.35,923,2600,213,218,1000
Escobar: Paradise Lost,English,Crime|Drama|History|Romance|Thriller,45,109,18214,Color,France,1,R,17000000,2014,120,16227,6.6,2.35,3700,6000,291,31,14000
Dragon Hunters,French,Adventure|Animation|Family|Fantasy,39,40,5448,Color,France,0,PG,11000000,2008,80,10946,6.6,,1200,1300,732,0,2800
Damnation Alley,English,Sci-Fi,74,41,4246,Color,USA,0,PG,17000000,1977,91,3898,5.2,2.35,732,1100,717,24,2300
Fur: An Imaginary Portrait of Diane Arbus,English,Biography|Drama|Romance,98,104,30913,Color,USA,2,R,16800000,2006,122,13679,6.5,1.85,5600,4000,3000,30,21000
The Young Messiah,English,Drama,35,34,8590,Color,USA,0,PG-13,18500000,2016,111,2319,5.5,2.35,1300,4700,244,20,6400
Wall Street,English,Crime|Drama,224,113,15359,Color,USA,2,R,15000000,1987,126,124207,7.4,1.85,2500,5900,1600,2200,8100
My Girl,English,Comedy|Drama|Family|Romance,121,33,10863,Color,USA,1,PG-13,17000000,1991,102,58815,6.8,1.85,3000,5600,2100,6,3500
Sense and Sensibility,English,Drama|Romance,198,68,45944,Color,USA,2,PG,16000000,1995,136,82510,7.7,1.85,14000,6900,2500,2600,25000
The Illusionist,English,Drama|Mystery|Romance|Thriller,650,235,30448,Color,USA,3,PG-13,16000000,2006,110,310272,7.6,1.85,7300,16000,4300,168,8800
Becoming Jane,English,Biography|Drama|Romance,152,150,30927,Color,UK,1,PG,16500000,2007,120,49235,7.1,2.35,9700,3300,5500,16,11000
House of Sand and Fog,English,Drama,477,158,13534,Color,USA,0,R,15000000,2003,126,58139,7.6,1.85,3500,4000,1300,25,6400
Sydney White,English,Comedy|Romance,50,71,8344,Color,USA,2,PG-13,16500000,2007,108,39470,6.3,2.35,1600,1200,1300,18,2600
Arn: The Knight Templar,Swedish,Action|Adventure|Drama|Romance|War,56,33,6140,Color,Sweden,1,,25000000,2007,139,18713,6.6,2.35,938,3200,704,5,3300
Dead Poets Society,English,Comedy|Drama,506,97,56361,Color,USA,3,PG,16400000,1989,128,294558,8,1.85,3400,24000,1100,638,49000
Dumb and Dumber,English,Comedy,441,87,13499,Color,USA,2,PG-13,16000000,1994,107,301724,7.3,1.85,1500,9000,895,143,8900
When Harry Met Sally...,English,Comedy|Drama|Romance,280,122,9323,Color,USA,0,R,16000000,1989,96,158219,7.6,1.85,2800,10000,1200,9900,4800
Varsity Blues,English,Comedy|Drama|Romance|Sport,268,66,29816,Color,USA,0,R,16000000,1999,106,36536,6.4,1.85,1900,1300,1700,53,23000
Road Trip,English,Adventure|Comedy,305,104,12461,Color,USA,5,R,16000000,2000,93,138416,6.5,1.85,1800,2600,1700,483,3000
The Verdict,English,Drama,156,80,6049,Color,USA,0,R,16000000,1982,129,28252,7.8,1.85,865,2400,650,4700,3600
Moonrise Kingdom,English,Adventure|Comedy|Drama|Romance,378,488,44923,Color,USA,2,PG-13,16000000,2012,94,254799,7.8,1.85,13000,73000,8800,8400,13000
The Artist,English,Comedy|Drama|Romance,590,578,16710, Black and White,France,0,PG-13,15000000,2011,100,199654,7.9,1.33,3300,31000,1900,423,3900
The Unborn,English,Drama|Horror|Mystery|Thriller,230,177,38342,Color,USA,0,PG-13,16000000,2009,88,43678,4.8,2.35,8500,3000,8400,687,10000
The Master of Disguise,English,Adventure|Comedy|Family|Fantasy,310,55,5551,Color,USA,6,PG,16000000,2002,80,18785,3.3,1.85,1100,1000,928,11,1300
The Texas Chainsaw Massacre: The Beginning,English,Horror,367,195,28054,Color,USA,0,R,16000000,2006,91,58828,5.9,1.85,4000,1900,1500,476,20000
Pan's Labyrinth,Spanish,Drama|Fantasy|War,1106,417,2965,Color,Spain,0,R,13500000,2006,118,499497,8.2,1.85,661,29000,281,7300,1600
The Roommate,English,Drama|Horror|Thriller,117,137,30552,Color,USA,1,PG-13,16000000,2011,91,30426,4.9,2.35,6400,8500,3000,27,8400
See Spot Run,English,Action|Comedy|Crime|Family,54,51,13888,Color,USA,0,PG,35000000,2001,94,7686,5.4,1.85,1300,429,1100,13,8200
The Messengers,English,Horror|Mystery|Thriller,202,185,25393,Color,USA,1,PG-13,16000000,2007,90,34675,5.4,1.85,2300,1300,1800,15,17000
Double Impact,English,Action|Crime,73,40,12489,Color,USA,2,R,15000000,1991,110,30823,5.5,1.85,1900,1500,732,29,9600
Baby Boy,English,Crime|Drama|Romance|Thriller,82,43,9589, Black and White,USA,2,R,16000000,2001,130,10263,6.4,1.85,2200,1100,1600,321,2600
Joe Dirt,English,Adventure|Comedy|Drama,205,77,12709,Color,USA,0,PG-13,17700000,2001,91,43351,5.9,1.85,1200,1800,1100,31,6700
Vicky Cristina Barcelona,English,Drama|Romance,369,278,33401,Color,Spain,0,PG-13,15500000,2008,96,208955,7.1,1.85,8400,14000,2400,11000,19000
The Women,English,Comedy|Drama,126,123,19236,Color,USA,4,PG-13,16500000,2008,114,17351,4.9,1.85,3700,1700,2800,16,4800
Hot Fuzz,English,Action|Comedy|Mystery,699,288,16806,Color,UK,1,R,8000000,2007,121,373764,7.9,2.35,4800,19000,4400,1100,5900
La La Land,English,Comedy|Drama|Music|Musical|Romance,1072,589,73488,Color,USA,0,PG-13,30000000,2016,128,262462,8.3,2.55,24000,88000,15000,366,33000
Boys and Girls,English,Comedy|Drama|Romance,135,67,8350,Color,USA,3,PG-13,35000000,2000,94,14207,5.4,1.85,2100,503,1600,7,3100
White Oleander,English,Drama,171,103,4130,Color,USA,0,PG-13,16000000,2002,109,26447,7.2,1.85,869,1400,847,8,1400
Remember Me,English,Drama|Romance,370,155,28721,Color,USA,0,PG-13,16000000,2010,113,119477,7.2,1.85,3400,24000,1900,48,21000
Drowning Mona,English,Comedy|Crime|Mystery,149,83,26274,Color,USA,4,PG-13,6000000,2000,96,12059,5.6,1.85,6000,551,2600,24,8000
Jennifer's Body,English,Comedy|Horror,295,300,49706,Color,USA,1,R,16000000,2009,102,96709,5.1,1.85,9900,6100,7500,48,24000
How to Deal,English,Comedy|Drama|Romance,95,45,5934,Color,USA,2,PG-13,16000000,2003,101,8393,5.6,1.85,1900,372,850,6,2100
Soul Plane,English,Comedy,151,73,14041,Color,USA,10,R,16000000,2004,86,18935,4.4,1.85,1900,1700,1700,30,5100
Left Behind,English,Action|Drama|Fantasy|Mystery|Thriller,386,173,25321,Color,USA,1,PG-13,16000000,2014,110,27116,3.1,2.35,3100,31000,2700,197,13000
Radio Days,English,Comedy,99,66,7013,Color,USA,0,PG,16000000,1987,88,25938,7.6,1.85,2000,1200,891,11000,3300
My Stepmother Is an Alien,English,Comedy|Sci-Fi,56,16,24345,Color,USA,3,PG-13,20000000,1988,105,21962,5.2,1.85,3500,877,3100,128,11000
Philadelphia,English,Drama,272,71,34942,Color,USA,2,PG-13,26000000,1993,125,188172,7.7,1.85,15000,10000,380,1200,19000
The Thirteenth Floor,English,Mystery|Sci-Fi|Thriller,303,110,9187,Color,Germany,0,R,16000000,1999,100,55123,7,2.35,1800,5100,611,10,4900
Meteor,English,Action|Drama|Sci-Fi|Thriller,98,46,13077,Color,USA,7,PG,16000000,1979,108,5523,4.9,2.35,2200,445,1500,44,7300
The Cookout,English,Comedy,20,20,10551,Color,USA,2,PG-13,,2004,97,2450,3.6,1.85,2300,183,1100,3,4100
Highlander,English,Action|Adventure|Fantasy,324,97,17202,Color,UK,1,R,16000000,1986,116,103075,7.2,1.85,3400,10000,3300,86,7300
Bleed for This,English,Biography|Drama|Sport,41,125,11263,Color,USA,3,R,6000000,2016,117,12059,6.8,,2700,4300,2500,50,2900
Hollywood Ending,English,Comedy|Romance,153,88,14158,Color,USA,0,PG-13,16000000,2002,112,22695,6.6,1.85,1300,807,680,11000,11000
Detroit Rock City,English,Comedy|Music,192,41,9768,Color,USA,3,R,6500000,1999,95,31473,6.8,2.35,1600,2700,1400,108,2800
Duets,English,Comedy|Drama|Music,126,64,6684,Color,USA,0,R,15000000,2000,112,8450,6,1.85,1500,635,604,29,3900
Things We Lost in the Fire,English,Drama,88,147,13530,Color,USA,1,R,16000000,2007,118,25058,7.2,2.35,3700,2400,2300,378,3700
The Homesman,English,Drama|Western,143,210,25412,Color,USA,1,R,16000000,2014,122,23723,6.6,2.35,6000,9700,3000,7900,7900
Trance,English,Crime|Drama|Mystery|Thriller,220,397,18490,Color,UK,0,R,20000000,2013,101,97250,7,2.35,3300,23000,3100,2000,9700
Steel,English,Action|Crime|Sci-Fi,64,37,4370,Color,USA,1,PG-13,16000000,1997,97,9076,2.8,1.85,549,1500,496,36,1100
The White Countess,English,Drama|History|Romance|War,80,64,10622,Color,UK,0,PG-13,16000000,2005,135,5498,6.7,1.66,777,395,634,180,8700
The Immigrant,English,Drama|Romance,73,234,24766,Color,USA,3,R,16000000,2013,120,23025,6.6,2.35,9200,4900,4400,122,10000
Welcome to the Sticks,French,Comedy|Romance,50,78,333,Color,France,2,,11000000,2008,106,32446,7.1,2.35,55,3100,27,172,172
"Men, Women & Children",English,Comedy|Drama,86,161,24503,Color,USA,11,R,16000000,2014,119,24692,6.7,1.85,3000,5900,2500,659,11000
Enter the Void,English,Drama|Fantasy,202,217,954,Color,France,0,Not Rated,13000000,2009,161,50234,7.3,2.35,291,23000,120,954,493
Good,English,Drama|Romance|War,44,69,17159,Color,UK,1,R,15000000,2008,92,5926,6.2,2.35,3400,1000,2500,6,10000
Tidal Wave,Korean,Action|Comedy|Drama|Thriller,25,44,241,Color,South Korea,2,R,,2009,120,2877,5.7,2.35,81,585,13,2,119
Vamps,English,Comedy|Horror|Romance,42,52,15168,Color,USA,2,PG-13,16000000,2012,92,7885,5.1,1.78,3300,2600,3100,149,4000
Hachi: A Dog's Tale,English,Drama|Family,324,83,12270,Color,UK,0,G,16000000,2009,93,178025,8.1,1.85,1000,122000,889,543,7700
Zulu,English,Crime|Drama|Thriller,44,70,8079,Color,France,0,R,16000000,2013,110,14789,6.7,2.35,2800,3100,173,22,5000
Juwanna Mann,English,Comedy|Drama|Romance|Sport,40,31,3203,Color,USA,4,PG-13,15600000,2002,91,5412,4.5,1.85,620,949,593,10,904
Ararat,English,Drama|War,180,80,4520,Color,Canada,1,R,,2002,115,10606,6.6,1.66,1400,851,238,474,2400
Slow Burn,English,Drama|Mystery|Thriller,23,39,12639,Color,USA,0,R,15500000,2005,93,3366,5.9,1.85,2800,208,1500,7,3600
Madison,English,Drama|Sport,26,20,9008,Color,USA,0,PG,13500000,2001,94,1068,6.5,2.35,857,289,646,4,5300
The Yellow Handkerchief,English,Drama|Romance,37,59,32553,Color,USA,0,PG-13,15500000,2008,102,7072,6.8,2.35,13000,1000,1500,4,17000
Lilyhammer,English,Comedy|Crime|Drama,79,19,564,Color,Norway,0,TV-MA,34000000,,45,20569,8.1,16,65,17000,16,,439
Wasabi,French,Action|Comedy|Crime|Drama|Thriller,93,40,4220,Color,France,1,R,15300000,2001,94,30885,6.6,2.35,250,1700,47,9,3900
Slither,English,Comedy|Horror|Sci-Fi,357,257,14363,Color,Canada,0,R,15500000,2006,95,64411,6.5,1.85,4600,5100,2400,643,6200
Home Alone,English,Comedy|Family,321,107,13512,Color,USA,2,PG,18000000,1990,103,341310,7.5,1.85,2900,23000,2700,4900,3000
Beverly Hills Cop,English,Action|Comedy|Crime,180,100,9273,Color,USA,1,R,14000000,1984,105,133802,7.3,1.85,2100,5200,918,105,3600
Top Gun,English,Action|Drama|Romance,399,172,29157,Color,USA,2,PG,15000000,1986,110,231460,6.9,1.33,5900,21000,3600,12000,11000
Tootsie,English,Comedy|Drama|Romance,197,95,29032,Color,USA,1,PG,22000000,1982,116,81378,7.4,2.4,7200,5100,2900,533,13000
3 Men and a Baby,English,Comedy|Drama|Family,42,21,22709,Color,USA,4,PG,11000000,1987,102,38799,5.9,1.85,940,3200,890,12000,20000
The King's Speech,English,Biography|Drama,649,481,26383,Color,UK,0,R,15000000,2010,118,534912,8,1.85,7700,65000,2900,1700,14000
American Beauty,English,Drama|Romance,2746,173,32905, Black and White,USA,0,R,15000000,1999,122,878295,8.4,2.35,2600,23000,2300,2200,18000
"Crouching Tiger, Hidden Dragon",Mandarin,Action|Adventure|Fantasy|Romance,1649,289,4645,Color,Taiwan,4,PG-13,17000000,2000,120,225348,7.9,2.35,1500,5900,1200,2600,1800
Scream: The TV Series,English,Crime|Drama|Horror|Mystery|Thriller,98,24,2056,Color,USA,0,TV-14,,,45,23666,7.3,16,293,5200,167,,478
Twins,English,Comedy|Crime,81,26,14334,Color,USA,2,PG,15000000,1988,107,92378,6,1.85,2600,3700,1400,489,7900
Bad Grandpa,English,Comedy,164,159,5019,Color,USA,0,R,15000000,2013,92,80621,6.6,1.85,1200,26000,1100,81,1700
The Color Purple,English,Drama,204,70,6811,Color,USA,0,PG-13,15000000,1985,154,64117,7.8,1.85,1700,7300,921,14000,2300
Beetlejuice,English,Comedy|Fantasy,316,111,16687,Color,USA,3,PG,15000000,1988,92,202152,7.5,1.85,3600,16000,2400,13000,7300
The Imitation Game,English,Biography|Drama|Thriller|War,652,461,36867,Color,UK,0,PG-13,14000000,2014,114,533044,8.1,2.35,7700,171000,3400,90,19000
Ben-Hur,English,Adventure|Drama|History,391,123,2311,Color,USA,0,G,15900000,1959,212,174059,8.1,2.66,106,9300,103,363,1600
Private Benjamin,English,Comedy|War,59,27,6895,Color,USA,1,R,10000000,1980,109,19188,6.1,1.85,1600,901,1200,6,1600
Mama,English,Horror|Thriller,312,398,10461,Color,Canada,1,PG-13,20000000,2013,100,142665,6.2,1.85,3100,58000,1000,140,5400
Coal Miner's Daughter,English,Biography|Drama|Music|Musical,88,45,10735,Color,USA,0,PG,,1980,124,13609,7.5,1.85,947,2200,877,157,7900
Diary of a Wimpy Kid,English,Comedy|Family,107,109,24201,Color,USA,1,PG,15000000,2010,94,34280,6.2,1.85,2500,3500,1500,88,17000
Lethal Weapon,English,Action|Crime|Drama|Thriller,119,10,1952,Color,USA,2,,,,60,17633,8,16,461,6300,402,,905
National Lampoon's Vacation,English,Adventure|Comedy,185,60,10685,Color,USA,1,R,15000000,1983,98,75924,7.4,1.85,1600,4600,1300,11000,2700
Halloween,English,Horror|Thriller,1215,330,4636,Color,USA,0,R,300000,1978,91,168509,7.9,2.35,832,14000,622,2400,2100
Why Did I Get Married,English,Comedy|Drama,101,42,9465,Color,USA,8,PG-13,15000000,2007,113,10159,5.7,1.85,2100,1000,747,2400,2400
The Woman in Black,English,Drama|Fantasy|Horror|Thriller,516,463,13470,Color,UK,0,PG-13,17000000,2012,95,149436,6.4,2.35,1500,30000,335,48,11000
Little Women,English,Drama|Family|Romance,135,27,40926,Color,USA,4,PG,15000000,1994,115,38591,7.3,1.85,4100,3900,3800,50,23000
The Deer Hunter,English,Drama|War,1051,142,44376,Color,USA,2,R,15000000,1978,183,248558,8.2,2.35,13000,12000,6700,562,22000
When a Stranger Calls,English,Horror|Thriller,470,153,14239,Color,USA,0,PG-13,15000000,2006,87,36488,5,2.35,3200,1700,2700,165,4300
The Queen,English,Biography|Drama,426,280,5420,Color,UK,0,PG-13,9800000,2006,103,89538,7.3,1.85,1900,3500,335,381,3000
Big Fat Liar,English,Adventure|Comedy|Family,102,68,13972,Color,USA,1,PG,15000000,2002,88,30124,5.4,1.85,2600,911,2300,206,3900
Wag the Dog,English,Comedy|Drama,219,135,45634,Color,USA,0,R,15000000,1997,97,69962,7.1,1.85,7200,15000,5100,284,22000
Cop Land,English,Crime|Drama|Thriller,214,130,46585,Color,USA,4,R,10000000,1997,105,72868,6.9,1.85,13000,2200,2800,466,22000
The Lizzie McGuire Movie,English,Adventure|Comedy|Family|Music|Romance,173,67,6771,Color,USA,1,PG,17000000,2003,94,29372,5.4,2.35,1100,1100,938,13,2200
End of Watch,English,Crime|Drama|Thriller,348,362,31440,Color,USA,2,R,7000000,2012,109,192405,7.7,1.85,10000,39000,2000,536,15000
Krampus,English,Comedy|Fantasy|Horror,224,231,9138,Color,USA,0,PG-13,15000000,2015,98,42223,6.2,2.35,3000,30000,1200,78,3300
The Faculty,English,Horror|Sci-Fi,502,155,26051,Color,USA,2,R,15000000,1998,104,95567,6.4,1.85,4000,5000,3600,2600,4200
Snitch,English,Action|Drama|Thriller,122,241,26031,Color,USA,1,PG-13,15000000,2013,112,68127,6.5,2.35,2600,12000,2200,29,13000
What's Love Got to Do with It,English,Biography|Drama|Music,61,20,120,Color,USA,0,R,15000000,1993,118,14040,7.2,1.85,26,0,2,14,92
Not Another Teen Movie,English,Comedy,395,97,21601,Color,USA,0,R,15000000,2001,89,83705,5.7,1.85,2400,2200,1400,11,11000
Wild,English,Adventure|Biography|Drama,261,356,9963,Color,USA,1,R,15000000,2014,115,95719,7.1,2.35,2000,39000,1100,268,3900
Lawrence of Arabia,English,Adventure|Biography|Drama|History|War,567,181,12917,Color,UK,8,PG,15000000,1962,216,207033,8.3,2.2,4100,12000,1800,845,4500
The Theory of Everything,English,Biography|Drama|Romance,405,409,18786,Color,UK,0,PG-13,15000000,2014,123,300161,7.7,2.4,2100,93000,1400,122,13000
Drive,English,Crime|Drama,1297,687,59162,Color,USA,0,R,15000000,2011,100,462061,7.8,2.35,7100,83000,5800,1500,33000
Malibu's Most Wanted,English,Comedy|Crime,89,37,12926,Color,USA,3,PG-13,16000000,2003,86,16556,5.1,2.35,1500,1500,1300,13,3200
Aloha,English,Comedy|Drama|Romance,180,142,58882,Color,USA,1,PG-13,37000000,2015,105,45212,5.4,1.85,14000,12000,13000,499,15000
The Skulls,English,Action|Crime|Drama|Thriller,192,102,30520,Color,USA,0,PG-13,35000000,2000,106,27734,5.6,1.85,2500,1200,1200,364,23000
All About Steve,English,Comedy|Romance,143,128,35547,Color,USA,3,PG-13,15000000,2009,99,34316,4.8,1.85,8700,2500,4600,4,14000
Halloween II,English,Horror,498,224,20144,Color,USA,0,R,15000000,2009,105,38494,4.9,1.85,3900,3100,2200,1300,4700
Where the Heart Is,English,Comedy|Drama|Romance,241,78,28438,Color,USA,2,PG-13,15000000,2000,120,28080,6.8,1.85,2700,2700,1800,19,20000
The Last House on the Left,English,Crime|Horror|Thriller,281,239,12355,Color,USA,0,R,15000000,2009,110,71533,6.6,1.85,1300,4800,1100,29,6000
Because of Winn-Dixie,English,Comedy|Drama|Family,89,95,12837,Color,USA,5,PG,14000000,2005,106,8841,6.4,1.85,3900,1100,1500,60,3900
The Wedding Date,English,Comedy|Romance,252,102,15924,Color,USA,0,PG-13,15000000,2005,90,40629,6.1,1.85,3400,2500,1000,6,9800
The Princess Bride,English,Adventure|Family|Fantasy|Romance,734,186,41472,Color,USA,0,PG,16000000,1987,98,313459,8.1,1.85,8100,36000,4000,9900,18000
Halloween: Resurrection,English,Comedy|Horror|Thriller,617,153,9784,Color,USA,5,R,15000000,2002,94,28428,4.1,2.35,2100,1200,1900,28,2300
The Great Debaters,English,Biography|Drama|Romance,119,113,26726,Color,USA,1,PG-13,15000000,2007,126,49663,7.6,2.35,2800,7200,2000,19000,19000
When the Game Stands Tall,English,Drama|Family|Sport,67,51,18959,Color,USA,0,PG,15000000,2014,115,13418,6.7,1.85,3500,7800,3500,49,5300
Confessions of a Teenage Drama Queen,English,Comedy|Family|Music|Romance,106,74,13794,Color,Germany,8,PG,15000000,2004,89,24244,4.6,1.85,2900,814,1200,11,7500
Clash of the Titans,English,Action|Adventure|Fantasy,638,344,53608,Color,USA,0,PG-13,125000000,2010,106,238399,5.8,2.35,8700,15000,7100,257,14000
The Object of My Affection,English,Comedy|Drama|Romance,133,48,20300,Color,USA,0,R,15000000,1998,111,16231,6,1.85,4800,874,3900,14,6600
28 Weeks Later,English,Drama|Horror|Sci-Fi,716,274,31403,Color,UK,1,R,15000000,2007,100,222041,7,1.85,8500,5700,3900,35,10000
Grosse Pointe Blank,English,Action|Comedy|Crime|Romance|Thriller,299,115,17183,Color,USA,1,R,15000000,1997,107,76569,7.4,1.85,3500,7200,1600,5,5600
Love & Basketball,English,Drama|Romance|Sport,116,67,7696,Color,USA,0,PG-13,20000000,2000,124,15157,7.2,1.85,1600,2900,916,113,1800
Book of Shadows: Blair Witch 2,English,Adventure|Fantasy|Horror|Mystery|Thriller,460,166,2186,Color,USA,0,R,15000000,2000,90,31052,4,1.85,229,1100,197,32,1500
Boogie Nights,English,Drama,566,159,33894,Color,USA,16,R,15000000,1997,155,198484,7.9,2.35,8900,7800,3000,3700,9400
Ramona and Beezus,English,Adventure|Comedy|Family|Fantasy,53,78,25118,Color,USA,2,G,15000000,2010,103,14530,6.7,2.35,6800,4200,2700,20,7200
The November Man,English,Action|Crime|Thriller,153,177,9704,Color,USA,2,R,15000000,2014,108,53924,6.3,2.35,3200,7800,795,83,3400
Match Point,English,Drama|Romance|Thriller,735,281,36224,Color,UK,0,R,15000000,2005,124,175844,7.7,1.85,9700,9500,3300,11000,19000
The Craft,English,Drama|Fantasy|Horror|Thriller,201,96,9213,Color,USA,0,R,15000000,1996,101,60616,6.3,1.85,1600,6800,1500,26,1800
The Remains of the Day,English,Drama|Romance,163,58,19984,Color,USA,1,PG,15000000,1993,134,48513,7.9,2.35,2500,3600,2300,180,12000
Urban Legends: Final Cut,English,Horror|Mystery|Romance|Thriller,229,110,13663,Color,USA,2,R,14000000,2000,97,13552,4.1,2.35,2500,255,1900,84,3700
The Place Beyond the Pines,English,Crime|Drama|Thriller,391,420,40616,Color,USA,3,R,15000000,2012,140,200518,7.3,2.35,3700,48000,2400,317,33000
Nowhere to Run,English,Action|Crime|Drama|Romance|Thriller,56,27,12965,Color,USA,1,R,15000000,1993,94,18133,5.6,1.85,1100,490,1000,10,9600
Flicka,English,Adventure|Drama|Family,77,46,13504,Color,USA,0,PG,15000000,2006,95,6376,6.2,2.35,2700,1000,1500,15,5400
The Hills Have Eyes II,English,Action|Horror|Thriller,214,161,5791,Color,USA,0,R,15000000,2007,89,52074,5.1,2.35,1300,1200,938,7,1700
Keanu,English,Action|Comedy,107,147,6033,Color,USA,2,R,15000000,2016,100,32114,6.3,2.35,840,10000,641,13,2900
Country Strong,English,Drama|Music,113,133,13575,Color,Official site,4,PG-13,15000000,2010,117,15309,6.3,2.35,4200,4200,3000,19,4800
Tuck Everlasting,English,Drama|Family|Fantasy|Romance,128,71,10290,Color,USA,2,PG,15000000,2002,90,18709,6.7,2.35,2400,1400,1600,29,3500
Disturbing Behavior,English,Horror|Mystery|Sci-Fi|Thriller,237,97,13278,Color,Australia,3,R,15000000,1998,84,17978,5.5,1.85,2000,734,1500,118,4300
The Marine,English,Action|Drama|Thriller,288,77,8653,Color,USA,1,PG-13,20000000,2006,92,28499,4.7,1.85,2800,1400,1600,8,3100
The Big Lebowski,English,Comedy|Crime,1052,252,68469,Color,USA,2,R,15000000,1998,117,578067,8.2,1.85,12000,39000,12000,1700,22000
A Most Wanted Man,English,Crime|Drama|Thriller,164,293,25193,Color,UK,3,R,15000000,2014,122,61383,6.8,2.35,2600,13000,177,219,22000
The Hurt Locker,English,Drama|History|Thriller|War,891,392,32836,Color,USA,0,R,15000000,2008,131,352396,7.6,1.85,8700,17000,4400,1500,10000
Eye of the Beholder,English,Drama|Mystery|Thriller,418,88,9311,Color,Canada,1,R,35000000,1999,109,13580,4.9,2.35,1800,342,483,11,6400
Firestarter,English,Action|Horror|Sci-Fi|Thriller,100,58,9699,Color,USA,1,R,15000000,1984,114,23877,6,2.35,1600,2300,731,79,4300
Killing Them Softly,English,Crime|Thriller,375,420,29307,Color,USA,1,R,15000000,2012,97,116164,6.2,2.35,8000,21000,2800,187,12000
The Man with the Iron Fists,English,Action,225,208,23377,Color,USA,4,R,15000000,2012,95,55065,5.4,2.35,5600,29000,3300,558,7400
Freddy Got Fingered,English,Comedy,631,97,8353,Color,USA,1,R,14000000,2001,87,40803,4.5,1.85,1300,2400,863,378,4300
One Day,English,Drama|Romance,185,222,20319,Color,USA,0,PG-13,15000000,2011,107,113741,7,2.35,5000,49000,1500,96,11000
The Pirates Who Don't Do Anything: A VeggieTales Movie,English,Adventure|Animation|Comedy|Family|Sci-Fi,22,36,591,Color,USA,0,G,15000000,2008,85,2141,5.7,1.85,185,183,23,12,363
De-Lovely,English,Biography|Drama|Music|Musical,228,118,7994, Black and White,UK,8,PG-13,20000000,2004,125,9879,6.6,2.35,1800,1100,1700,35,2600
Whip It,English,Drama|Sport,120,230,10918,Color,USA,1,PG-13,15000000,2009,111,57527,6.9,2.35,1100,10000,826,4300,7100
Highlander: Endgame,English,Action|Adventure|Fantasy|Sci-Fi,357,90,5816,Color,USA,1,R,25000000,2000,87,16960,4.6,2.35,1100,379,806,35,2900
U2 3D,English,Documentary|Music,31,69,689,Color,USA,0,G,,2007,85,2702,8.4,1.78,67,117,46,0,510
Idlewild,English,Crime|Drama|Musical|Romance,92,82,11066,Color,USA,4,R,15000000,2006,121,4711,6.2,2.35,2500,506,1600,16,3200
Knockaround Guys,English,Crime|Drama|Thriller,135,56,31934,Color,USA,1,R,,2001,92,20321,6.1,2.35,8800,574,3200,37,14000
The Founder,English,Biography|Drama|History,135,249,20259,Color,USA,1,PG-13,7000000,2016,115,38421,7.2,2.35,4100,14000,2300,110,7300
Confidence,English,Crime|Thriller,144,119,31989,Color,USA,2,R,15000000,2003,97,31112,6.7,2.35,5800,626,5300,177,7200
Barney's Great Adventure,English,Adventure|Family,54,24,2457,Color,Canada,0,G,15000000,1998,76,2790,2.8,1.85,597,438,428,9,1300
The Muse,English,Comedy,143,99,20185,Color,USA,2,PG-13,15000000,1999,97,9576,5.6,1.37,2300,275,1400,750,12000
New York Stories,English,Comedy|Drama|Romance,54,42,12737,Color,USA,0,PG,15000000,1989,124,14399,6.4,1.85,866,947,588,11000,11000
